State,Age Group,Age Group Count,Education Level,Education Count,Mean/Median Income,Value,Poverty/Total Pop,Poverty/Total Pop Count
Nevada ,Total,3080156.0,High School through Associates,1508717.0,Median Income,42642.0,Below Poverty Estimate,379564.0
Nevada ,Total,3080156.0,High School through Associates,1508717.0,Median Income,42642.0,Total Estimate,3037199.0
Nevada ,Total,3080156.0,High School through Associates,1508717.0,Median Income,42642.0,Percent Estimate,0.1249717255932192
Nevada ,Total,3080156.0,High School through Associates,1508717.0,Mean Income,60149.0,Below Poverty Estimate,379564.0
Nevada ,Total,3080156.0,High School through Associates,1508717.0,Mean Income,60149.0,Total Estimate,3037199.0
Nevada ,Total,3080156.0,High School through Associates,1508717.0,Mean Income,60149.0,Percent Estimate,0.1249717255932192
Nevada ,Total,3080156.0,Proportion HS through AA,0.631,Median Income,42642.0,Below Poverty Estimate,379564.0
Nevada ,Total,3080156.0,Proportion HS through AA,0.631,Median Income,42642.0,Total Estimate,3037199.0
Nevada ,Total,3080156.0,Proportion HS through AA,0.631,Median Income,42642.0,Percent Estimate,0.1249717255932192
Nevada ,Total,3080156.0,Proportion HS through AA,0.631,Mean Income,60149.0,Below Poverty Estimate,379564.0
Nevada ,Total,3080156.0,Proportion HS through AA,0.631,Mean Income,60149.0,Total Estimate,3037199.0
Nevada ,Total,3080156.0,Proportion HS through AA,0.631,Mean Income,60149.0,Percent Estimate,0.1249717255932192
Nevada ,Total,3080156.0,Bachelor's or Higher,565458.0,Median Income,42642.0,Below Poverty Estimate,379564.0
Nevada ,Total,3080156.0,Bachelor's or Higher,565458.0,Median Income,42642.0,Total Estimate,3037199.0
Nevada ,Total,3080156.0,Bachelor's or Higher,565458.0,Median Income,42642.0,Percent Estimate,0.1249717255932192
Nevada ,Total,3080156.0,Bachelor's or Higher,565458.0,Mean Income,60149.0,Below Poverty Estimate,379564.0
Nevada ,Total,3080156.0,Bachelor's or Higher,565458.0,Mean Income,60149.0,Total Estimate,3037199.0
Nevada ,Total,3080156.0,Bachelor's or Higher,565458.0,Mean Income,60149.0,Percent Estimate,0.1249717255932192
Nevada ,Total,3080156.0,Proportion BA or Higher,0.237,Median Income,42642.0,Below Poverty Estimate,379564.0
Nevada ,Total,3080156.0,Proportion BA or Higher,0.237,Median Income,42642.0,Total Estimate,3037199.0
Nevada ,Total,3080156.0,Proportion BA or Higher,0.237,Median Income,42642.0,Percent Estimate,0.1249717255932192
Nevada ,Total,3080156.0,Proportion BA or Higher,0.237,Mean Income,60149.0,Below Poverty Estimate,379564.0
Nevada ,Total,3080156.0,Proportion BA or Higher,0.237,Mean Income,60149.0,Total Estimate,3037199.0
Nevada ,Total,3080156.0,Proportion BA or Higher,0.237,Mean Income,60149.0,Percent Estimate,0.1249717255932192
Nevada ,Total,3080156.0,Total,2389419.0,Median Income,42642.0,Below Poverty Estimate,379564.0
Nevada ,Total,3080156.0,Total,2389419.0,Median Income,42642.0,Total Estimate,3037199.0
Nevada ,Total,3080156.0,Total,2389419.0,Median Income,42642.0,Percent Estimate,0.1249717255932192
Nevada ,Total,3080156.0,Total,2389419.0,Mean Income,60149.0,Below Poverty Estimate,379564.0
Nevada ,Total,3080156.0,Total,2389419.0,Mean Income,60149.0,Total Estimate,3037199.0
Nevada ,Total,3080156.0,Total,2389419.0,Mean Income,60149.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion under 18,0.224,Less than High School,315244.0,Median Income,42642.0,Below Poverty Estimate,379564.0
Nevada ,Proportion under 18,0.224,Less than High School,315244.0,Median Income,42642.0,Total Estimate,3037199.0
Nevada ,Proportion under 18,0.224,Less than High School,315244.0,Median Income,42642.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion under 18,0.224,Less than High School,315244.0,Mean Income,60149.0,Below Poverty Estimate,379564.0
Nevada ,Proportion under 18,0.224,Less than High School,315244.0,Mean Income,60149.0,Total Estimate,3037199.0
Nevada ,Proportion under 18,0.224,Less than High School,315244.0,Mean Income,60149.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion under 18,0.224,Proportion Less than HS,0.132,Median Income,42642.0,Below Poverty Estimate,379564.0
Nevada ,Proportion under 18,0.224,Proportion Less than HS,0.132,Median Income,42642.0,Total Estimate,3037199.0
Nevada ,Proportion under 18,0.224,Proportion Less than HS,0.132,Median Income,42642.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion under 18,0.224,Proportion Less than HS,0.132,Mean Income,60149.0,Below Poverty Estimate,379564.0
Nevada ,Proportion under 18,0.224,Proportion Less than HS,0.132,Mean Income,60149.0,Total Estimate,3037199.0
Nevada ,Proportion under 18,0.224,Proportion Less than HS,0.132,Mean Income,60149.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion under 18,0.224,High School through Associates,1508717.0,Median Income,42642.0,Below Poverty Estimate,379564.0
Nevada ,Proportion under 18,0.224,High School through Associates,1508717.0,Median Income,42642.0,Total Estimate,3037199.0
Nevada ,Proportion under 18,0.224,High School through Associates,1508717.0,Median Income,42642.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion under 18,0.224,High School through Associates,1508717.0,Mean Income,60149.0,Below Poverty Estimate,379564.0
Nevada ,Proportion under 18,0.224,High School through Associates,1508717.0,Mean Income,60149.0,Total Estimate,3037199.0
Nevada ,Proportion under 18,0.224,High School through Associates,1508717.0,Mean Income,60149.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion under 18,0.224,Proportion HS through AA,0.631,Median Income,42642.0,Below Poverty Estimate,379564.0
Nevada ,Proportion under 18,0.224,Proportion HS through AA,0.631,Median Income,42642.0,Total Estimate,3037199.0
Nevada ,Proportion under 18,0.224,Proportion HS through AA,0.631,Median Income,42642.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion under 18,0.224,Proportion HS through AA,0.631,Mean Income,60149.0,Below Poverty Estimate,379564.0
Nevada ,Proportion under 18,0.224,Proportion HS through AA,0.631,Mean Income,60149.0,Total Estimate,3037199.0
Nevada ,Proportion under 18,0.224,Proportion HS through AA,0.631,Mean Income,60149.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion under 18,0.224,Bachelor's or Higher,565458.0,Median Income,42642.0,Below Poverty Estimate,379564.0
Nevada ,Proportion under 18,0.224,Bachelor's or Higher,565458.0,Median Income,42642.0,Total Estimate,3037199.0
Nevada ,Proportion under 18,0.224,Bachelor's or Higher,565458.0,Median Income,42642.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion under 18,0.224,Bachelor's or Higher,565458.0,Mean Income,60149.0,Below Poverty Estimate,379564.0
Nevada ,Proportion under 18,0.224,Bachelor's or Higher,565458.0,Mean Income,60149.0,Total Estimate,3037199.0
Nevada ,Proportion under 18,0.224,Bachelor's or Higher,565458.0,Mean Income,60149.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion under 18,0.224,Proportion BA or Higher,0.237,Median Income,42642.0,Below Poverty Estimate,379564.0
Nevada ,Proportion under 18,0.224,Proportion BA or Higher,0.237,Median Income,42642.0,Total Estimate,3037199.0
Nevada ,Proportion under 18,0.224,Proportion BA or Higher,0.237,Median Income,42642.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion under 18,0.224,Proportion BA or Higher,0.237,Mean Income,60149.0,Below Poverty Estimate,379564.0
Nevada ,Proportion under 18,0.224,Proportion BA or Higher,0.237,Mean Income,60149.0,Total Estimate,3037199.0
Nevada ,Proportion under 18,0.224,Proportion BA or Higher,0.237,Mean Income,60149.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion under 18,0.224,Total,2389419.0,Median Income,42642.0,Below Poverty Estimate,379564.0
Nevada ,Proportion under 18,0.224,Total,2389419.0,Median Income,42642.0,Total Estimate,3037199.0
Nevada ,Proportion under 18,0.224,Total,2389419.0,Median Income,42642.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion under 18,0.224,Total,2389419.0,Mean Income,60149.0,Below Poverty Estimate,379564.0
Nevada ,Proportion under 18,0.224,Total,2389419.0,Mean Income,60149.0,Total Estimate,3037199.0
Nevada ,Proportion under 18,0.224,Total,2389419.0,Mean Income,60149.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion between 18 and 64,0.614,Less than High School,315244.0,Median Income,42642.0,Below Poverty Estimate,379564.0
Nevada ,Proportion between 18 and 64,0.614,Less than High School,315244.0,Median Income,42642.0,Total Estimate,3037199.0
Nevada ,Proportion between 18 and 64,0.614,Less than High School,315244.0,Median Income,42642.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion between 18 and 64,0.614,Less than High School,315244.0,Mean Income,60149.0,Below Poverty Estimate,379564.0
Nevada ,Proportion between 18 and 64,0.614,Less than High School,315244.0,Mean Income,60149.0,Total Estimate,3037199.0
Nevada ,Proportion between 18 and 64,0.614,Less than High School,315244.0,Mean Income,60149.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion between 18 and 64,0.614,Proportion Less than HS,0.132,Median Income,42642.0,Below Poverty Estimate,379564.0
Nevada ,Proportion between 18 and 64,0.614,Proportion Less than HS,0.132,Median Income,42642.0,Total Estimate,3037199.0
Nevada ,Proportion between 18 and 64,0.614,Proportion Less than HS,0.132,Median Income,42642.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion between 18 and 64,0.614,Proportion Less than HS,0.132,Mean Income,60149.0,Below Poverty Estimate,379564.0
Nevada ,Proportion between 18 and 64,0.614,Proportion Less than HS,0.132,Mean Income,60149.0,Total Estimate,3037199.0
Nevada ,Proportion between 18 and 64,0.614,Proportion Less than HS,0.132,Mean Income,60149.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion between 18 and 64,0.614,High School through Associates,1508717.0,Median Income,42642.0,Below Poverty Estimate,379564.0
Nevada ,Proportion between 18 and 64,0.614,High School through Associates,1508717.0,Median Income,42642.0,Total Estimate,3037199.0
Nevada ,Proportion between 18 and 64,0.614,High School through Associates,1508717.0,Median Income,42642.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion between 18 and 64,0.614,High School through Associates,1508717.0,Mean Income,60149.0,Below Poverty Estimate,379564.0
Nevada ,Proportion between 18 and 64,0.614,High School through Associates,1508717.0,Mean Income,60149.0,Total Estimate,3037199.0
Nevada ,Proportion between 18 and 64,0.614,High School through Associates,1508717.0,Mean Income,60149.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion between 18 and 64,0.614,Proportion HS through AA,0.631,Median Income,42642.0,Below Poverty Estimate,379564.0
Nevada ,Proportion between 18 and 64,0.614,Proportion HS through AA,0.631,Median Income,42642.0,Total Estimate,3037199.0
Nevada ,Proportion between 18 and 64,0.614,Proportion HS through AA,0.631,Median Income,42642.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion between 18 and 64,0.614,Proportion HS through AA,0.631,Mean Income,60149.0,Below Poverty Estimate,379564.0
Nevada ,Proportion between 18 and 64,0.614,Proportion HS through AA,0.631,Mean Income,60149.0,Total Estimate,3037199.0
Nevada ,Proportion between 18 and 64,0.614,Proportion HS through AA,0.631,Mean Income,60149.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion between 18 and 64,0.614,Bachelor's or Higher,565458.0,Median Income,42642.0,Below Poverty Estimate,379564.0
Nevada ,Proportion between 18 and 64,0.614,Bachelor's or Higher,565458.0,Median Income,42642.0,Total Estimate,3037199.0
Nevada ,Proportion between 18 and 64,0.614,Bachelor's or Higher,565458.0,Median Income,42642.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion between 18 and 64,0.614,Bachelor's or Higher,565458.0,Mean Income,60149.0,Below Poverty Estimate,379564.0
Nevada ,Proportion between 18 and 64,0.614,Bachelor's or Higher,565458.0,Mean Income,60149.0,Total Estimate,3037199.0
Nevada ,Proportion between 18 and 64,0.614,Bachelor's or Higher,565458.0,Mean Income,60149.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion between 18 and 64,0.614,Proportion BA or Higher,0.237,Median Income,42642.0,Below Poverty Estimate,379564.0
Nevada ,Proportion between 18 and 64,0.614,Proportion BA or Higher,0.237,Median Income,42642.0,Total Estimate,3037199.0
Nevada ,Proportion between 18 and 64,0.614,Proportion BA or Higher,0.237,Median Income,42642.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion between 18 and 64,0.614,Proportion BA or Higher,0.237,Mean Income,60149.0,Below Poverty Estimate,379564.0
Nevada ,Proportion between 18 and 64,0.614,Proportion BA or Higher,0.237,Mean Income,60149.0,Total Estimate,3037199.0
Nevada ,Proportion between 18 and 64,0.614,Proportion BA or Higher,0.237,Mean Income,60149.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion between 18 and 64,0.614,Total,2389419.0,Median Income,42642.0,Below Poverty Estimate,379564.0
Nevada ,Proportion between 18 and 64,0.614,Total,2389419.0,Median Income,42642.0,Total Estimate,3037199.0
Nevada ,Proportion between 18 and 64,0.614,Total,2389419.0,Median Income,42642.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion between 18 and 64,0.614,Total,2389419.0,Mean Income,60149.0,Below Poverty Estimate,379564.0
Nevada ,Proportion between 18 and 64,0.614,Total,2389419.0,Mean Income,60149.0,Total Estimate,3037199.0
Nevada ,Proportion between 18 and 64,0.614,Total,2389419.0,Mean Income,60149.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion 65 and older,0.162,Less than High School,315244.0,Median Income,42642.0,Below Poverty Estimate,379564.0
Nevada ,Proportion 65 and older,0.162,Less than High School,315244.0,Median Income,42642.0,Total Estimate,3037199.0
Nevada ,Proportion 65 and older,0.162,Less than High School,315244.0,Median Income,42642.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion 65 and older,0.162,Less than High School,315244.0,Mean Income,60149.0,Below Poverty Estimate,379564.0
Nevada ,Proportion 65 and older,0.162,Less than High School,315244.0,Mean Income,60149.0,Total Estimate,3037199.0
Nevada ,Proportion 65 and older,0.162,Less than High School,315244.0,Mean Income,60149.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion 65 and older,0.162,Proportion Less than HS,0.132,Median Income,42642.0,Below Poverty Estimate,379564.0
Nevada ,Proportion 65 and older,0.162,Proportion Less than HS,0.132,Median Income,42642.0,Total Estimate,3037199.0
Nevada ,Proportion 65 and older,0.162,Proportion Less than HS,0.132,Median Income,42642.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion 65 and older,0.162,Proportion Less than HS,0.132,Mean Income,60149.0,Below Poverty Estimate,379564.0
Nevada ,Proportion 65 and older,0.162,Proportion Less than HS,0.132,Mean Income,60149.0,Total Estimate,3037199.0
Nevada ,Proportion 65 and older,0.162,Proportion Less than HS,0.132,Mean Income,60149.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion 65 and older,0.162,High School through Associates,1508717.0,Median Income,42642.0,Below Poverty Estimate,379564.0
Nevada ,Proportion 65 and older,0.162,High School through Associates,1508717.0,Median Income,42642.0,Total Estimate,3037199.0
Nevada ,Proportion 65 and older,0.162,High School through Associates,1508717.0,Median Income,42642.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion 65 and older,0.162,High School through Associates,1508717.0,Mean Income,60149.0,Below Poverty Estimate,379564.0
Nevada ,Proportion 65 and older,0.162,High School through Associates,1508717.0,Mean Income,60149.0,Total Estimate,3037199.0
Nevada ,Proportion 65 and older,0.162,High School through Associates,1508717.0,Mean Income,60149.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion 65 and older,0.162,Proportion HS through AA,0.631,Median Income,42642.0,Below Poverty Estimate,379564.0
Nevada ,Proportion 65 and older,0.162,Proportion HS through AA,0.631,Median Income,42642.0,Total Estimate,3037199.0
Nevada ,Proportion 65 and older,0.162,Proportion HS through AA,0.631,Median Income,42642.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion 65 and older,0.162,Proportion HS through AA,0.631,Mean Income,60149.0,Below Poverty Estimate,379564.0
Nevada ,Proportion 65 and older,0.162,Proportion HS through AA,0.631,Mean Income,60149.0,Total Estimate,3037199.0
Nevada ,Proportion 65 and older,0.162,Proportion HS through AA,0.631,Mean Income,60149.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion 65 and older,0.162,Bachelor's or Higher,565458.0,Median Income,42642.0,Below Poverty Estimate,379564.0
Nevada ,Proportion 65 and older,0.162,Bachelor's or Higher,565458.0,Median Income,42642.0,Total Estimate,3037199.0
Nevada ,Proportion 65 and older,0.162,Bachelor's or Higher,565458.0,Median Income,42642.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion 65 and older,0.162,Bachelor's or Higher,565458.0,Mean Income,60149.0,Below Poverty Estimate,379564.0
Nevada ,Proportion 65 and older,0.162,Bachelor's or Higher,565458.0,Mean Income,60149.0,Total Estimate,3037199.0
Nevada ,Proportion 65 and older,0.162,Bachelor's or Higher,565458.0,Mean Income,60149.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion 65 and older,0.162,Proportion BA or Higher,0.237,Median Income,42642.0,Below Poverty Estimate,379564.0
Nevada ,Proportion 65 and older,0.162,Proportion BA or Higher,0.237,Median Income,42642.0,Total Estimate,3037199.0
Nevada ,Proportion 65 and older,0.162,Proportion BA or Higher,0.237,Median Income,42642.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion 65 and older,0.162,Proportion BA or Higher,0.237,Mean Income,60149.0,Below Poverty Estimate,379564.0
Nevada ,Proportion 65 and older,0.162,Proportion BA or Higher,0.237,Mean Income,60149.0,Total Estimate,3037199.0
Nevada ,Proportion 65 and older,0.162,Proportion BA or Higher,0.237,Mean Income,60149.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion 65 and older,0.162,Total,2389419.0,Median Income,42642.0,Below Poverty Estimate,379564.0
Nevada ,Proportion 65 and older,0.162,Total,2389419.0,Median Income,42642.0,Total Estimate,3037199.0
Nevada ,Proportion 65 and older,0.162,Total,2389419.0,Median Income,42642.0,Percent Estimate,0.1249717255932192
Nevada ,Proportion 65 and older,0.162,Total,2389419.0,Mean Income,60149.0,Below Poverty Estimate,379564.0
Nevada ,Proportion 65 and older,0.162,Total,2389419.0,Mean Income,60149.0,Total Estimate,3037199.0
Nevada ,Proportion 65 and older,0.162,Total,2389419.0,Mean Income,60149.0,Percent Estimate,0.1249717255932192
New Hampshire ,Under 18 years,256020.0,Less than High School,79687.0,Median Income,55283.0,Below Poverty Estimate,95711.0
New Hampshire ,Under 18 years,256020.0,Less than High School,79687.0,Median Income,55283.0,Total Estimate,1316495.0
New Hampshire ,Under 18 years,256020.0,Less than High School,79687.0,Median Income,55283.0,Percent Estimate,0.072701377521373
New Hampshire ,Under 18 years,256020.0,Less than High School,79687.0,Mean Income,72048.0,Below Poverty Estimate,95711.0
New Hampshire ,Under 18 years,256020.0,Less than High School,79687.0,Mean Income,72048.0,Total Estimate,1316495.0
New Hampshire ,Under 18 years,256020.0,Less than High School,79687.0,Mean Income,72048.0,Percent Estimate,0.072701377521373
New Hampshire ,Under 18 years,256020.0,Proportion Less than HS,0.072,Median Income,55283.0,Below Poverty Estimate,95711.0
New Hampshire ,Under 18 years,256020.0,Proportion Less than HS,0.072,Median Income,55283.0,Total Estimate,1316495.0
New Hampshire ,Under 18 years,256020.0,Proportion Less than HS,0.072,Median Income,55283.0,Percent Estimate,0.072701377521373
New Hampshire ,Under 18 years,256020.0,Proportion Less than HS,0.072,Mean Income,72048.0,Below Poverty Estimate,95711.0
New Hampshire ,Under 18 years,256020.0,Proportion Less than HS,0.072,Mean Income,72048.0,Total Estimate,1316495.0
New Hampshire ,Under 18 years,256020.0,Proportion Less than HS,0.072,Mean Income,72048.0,Percent Estimate,0.072701377521373
New Hampshire ,Under 18 years,256020.0,High School through Associates,640336.0,Median Income,55283.0,Below Poverty Estimate,95711.0
New Hampshire ,Under 18 years,256020.0,High School through Associates,640336.0,Median Income,55283.0,Total Estimate,1316495.0
New Hampshire ,Under 18 years,256020.0,High School through Associates,640336.0,Median Income,55283.0,Percent Estimate,0.072701377521373
New Hampshire ,Under 18 years,256020.0,High School through Associates,640336.0,Mean Income,72048.0,Below Poverty Estimate,95711.0
New Hampshire ,Under 18 years,256020.0,High School through Associates,640336.0,Mean Income,72048.0,Total Estimate,1316495.0
New Hampshire ,Under 18 years,256020.0,High School through Associates,640336.0,Mean Income,72048.0,Percent Estimate,0.072701377521373
New Hampshire ,Under 18 years,256020.0,Proportion HS through AA,0.58,Median Income,55283.0,Below Poverty Estimate,95711.0
New Hampshire ,Under 18 years,256020.0,Proportion HS through AA,0.58,Median Income,55283.0,Total Estimate,1316495.0
New Hampshire ,Under 18 years,256020.0,Proportion HS through AA,0.58,Median Income,55283.0,Percent Estimate,0.072701377521373
New Hampshire ,Under 18 years,256020.0,Proportion HS through AA,0.58,Mean Income,72048.0,Below Poverty Estimate,95711.0
New Hampshire ,Under 18 years,256020.0,Proportion HS through AA,0.58,Mean Income,72048.0,Total Estimate,1316495.0
New Hampshire ,Under 18 years,256020.0,Proportion HS through AA,0.58,Mean Income,72048.0,Percent Estimate,0.072701377521373
New Hampshire ,Under 18 years,256020.0,Bachelor's or Higher,383668.0,Median Income,55283.0,Below Poverty Estimate,95711.0
New Hampshire ,Under 18 years,256020.0,Bachelor's or Higher,383668.0,Median Income,55283.0,Total Estimate,1316495.0
New Hampshire ,Under 18 years,256020.0,Bachelor's or Higher,383668.0,Median Income,55283.0,Percent Estimate,0.072701377521373
New Hampshire ,Under 18 years,256020.0,Bachelor's or Higher,383668.0,Mean Income,72048.0,Below Poverty Estimate,95711.0
New Hampshire ,Under 18 years,256020.0,Bachelor's or Higher,383668.0,Mean Income,72048.0,Total Estimate,1316495.0
New Hampshire ,Under 18 years,256020.0,Bachelor's or Higher,383668.0,Mean Income,72048.0,Percent Estimate,0.072701377521373
New Hampshire ,Under 18 years,256020.0,Proportion BA or Higher,0.348,Median Income,55283.0,Below Poverty Estimate,95711.0
New Hampshire ,Under 18 years,256020.0,Proportion BA or Higher,0.348,Median Income,55283.0,Total Estimate,1316495.0
New Hampshire ,Under 18 years,256020.0,Proportion BA or Higher,0.348,Median Income,55283.0,Percent Estimate,0.072701377521373
New Hampshire ,Under 18 years,256020.0,Proportion BA or Higher,0.348,Mean Income,72048.0,Below Poverty Estimate,95711.0
New Hampshire ,Under 18 years,256020.0,Proportion BA or Higher,0.348,Mean Income,72048.0,Total Estimate,1316495.0
New Hampshire ,Under 18 years,256020.0,Proportion BA or Higher,0.348,Mean Income,72048.0,Percent Estimate,0.072701377521373
New Hampshire ,Under 18 years,256020.0,Total,1103691.0,Median Income,55283.0,Below Poverty Estimate,95711.0
New Hampshire ,Under 18 years,256020.0,Total,1103691.0,Median Income,55283.0,Total Estimate,1316495.0
New Hampshire ,Under 18 years,256020.0,Total,1103691.0,Median Income,55283.0,Percent Estimate,0.072701377521373
New Hampshire ,Under 18 years,256020.0,Total,1103691.0,Mean Income,72048.0,Below Poverty Estimate,95711.0
New Hampshire ,Under 18 years,256020.0,Total,1103691.0,Mean Income,72048.0,Total Estimate,1316495.0
New Hampshire ,Under 18 years,256020.0,Total,1103691.0,Mean Income,72048.0,Percent Estimate,0.072701377521373
New Hampshire ,18 to 64 years,850544.0,Less than High School,79687.0,Median Income,55283.0,Below Poverty Estimate,95711.0
New Hampshire ,18 to 64 years,850544.0,Less than High School,79687.0,Median Income,55283.0,Total Estimate,1316495.0
New Hampshire ,18 to 64 years,850544.0,Less than High School,79687.0,Median Income,55283.0,Percent Estimate,0.072701377521373
New Hampshire ,18 to 64 years,850544.0,Less than High School,79687.0,Mean Income,72048.0,Below Poverty Estimate,95711.0
New Hampshire ,18 to 64 years,850544.0,Less than High School,79687.0,Mean Income,72048.0,Total Estimate,1316495.0
New Hampshire ,18 to 64 years,850544.0,Less than High School,79687.0,Mean Income,72048.0,Percent Estimate,0.072701377521373
New Hampshire ,18 to 64 years,850544.0,Proportion Less than HS,0.072,Median Income,55283.0,Below Poverty Estimate,95711.0
New Hampshire ,18 to 64 years,850544.0,Proportion Less than HS,0.072,Median Income,55283.0,Total Estimate,1316495.0
New Hampshire ,18 to 64 years,850544.0,Proportion Less than HS,0.072,Median Income,55283.0,Percent Estimate,0.072701377521373
New Hampshire ,18 to 64 years,850544.0,Proportion Less than HS,0.072,Mean Income,72048.0,Below Poverty Estimate,95711.0
New Hampshire ,18 to 64 years,850544.0,Proportion Less than HS,0.072,Mean Income,72048.0,Total Estimate,1316495.0
New Hampshire ,18 to 64 years,850544.0,Proportion Less than HS,0.072,Mean Income,72048.0,Percent Estimate,0.072701377521373
New Hampshire ,18 to 64 years,850544.0,High School through Associates,640336.0,Median Income,55283.0,Below Poverty Estimate,95711.0
New Hampshire ,18 to 64 years,850544.0,High School through Associates,640336.0,Median Income,55283.0,Total Estimate,1316495.0
New Hampshire ,18 to 64 years,850544.0,High School through Associates,640336.0,Median Income,55283.0,Percent Estimate,0.072701377521373
New Hampshire ,18 to 64 years,850544.0,High School through Associates,640336.0,Mean Income,72048.0,Below Poverty Estimate,95711.0
New Hampshire ,18 to 64 years,850544.0,High School through Associates,640336.0,Mean Income,72048.0,Total Estimate,1316495.0
New Hampshire ,18 to 64 years,850544.0,High School through Associates,640336.0,Mean Income,72048.0,Percent Estimate,0.072701377521373
New Hampshire ,18 to 64 years,850544.0,Proportion HS through AA,0.58,Median Income,55283.0,Below Poverty Estimate,95711.0
New Hampshire ,18 to 64 years,850544.0,Proportion HS through AA,0.58,Median Income,55283.0,Total Estimate,1316495.0
New Hampshire ,18 to 64 years,850544.0,Proportion HS through AA,0.58,Median Income,55283.0,Percent Estimate,0.072701377521373
New Hampshire ,18 to 64 years,850544.0,Proportion HS through AA,0.58,Mean Income,72048.0,Below Poverty Estimate,95711.0
New Hampshire ,18 to 64 years,850544.0,Proportion HS through AA,0.58,Mean Income,72048.0,Total Estimate,1316495.0
New Hampshire ,18 to 64 years,850544.0,Proportion HS through AA,0.58,Mean Income,72048.0,Percent Estimate,0.072701377521373
New Hampshire ,18 to 64 years,850544.0,Bachelor's or Higher,383668.0,Median Income,55283.0,Below Poverty Estimate,95711.0
New Hampshire ,18 to 64 years,850544.0,Bachelor's or Higher,383668.0,Median Income,55283.0,Total Estimate,1316495.0
New Hampshire ,18 to 64 years,850544.0,Bachelor's or Higher,383668.0,Median Income,55283.0,Percent Estimate,0.072701377521373
New Hampshire ,18 to 64 years,850544.0,Bachelor's or Higher,383668.0,Mean Income,72048.0,Below Poverty Estimate,95711.0
New Hampshire ,18 to 64 years,850544.0,Bachelor's or Higher,383668.0,Mean Income,72048.0,Total Estimate,1316495.0
New Hampshire ,18 to 64 years,850544.0,Bachelor's or Higher,383668.0,Mean Income,72048.0,Percent Estimate,0.072701377521373
New Hampshire ,18 to 64 years,850544.0,Proportion BA or Higher,0.348,Median Income,55283.0,Below Poverty Estimate,95711.0
New Hampshire ,18 to 64 years,850544.0,Proportion BA or Higher,0.348,Median Income,55283.0,Total Estimate,1316495.0
New Hampshire ,18 to 64 years,850544.0,Proportion BA or Higher,0.348,Median Income,55283.0,Percent Estimate,0.072701377521373
New Hampshire ,18 to 64 years,850544.0,Proportion BA or Higher,0.348,Mean Income,72048.0,Below Poverty Estimate,95711.0
New Hampshire ,18 to 64 years,850544.0,Proportion BA or Higher,0.348,Mean Income,72048.0,Total Estimate,1316495.0
New Hampshire ,18 to 64 years,850544.0,Proportion BA or Higher,0.348,Mean Income,72048.0,Percent Estimate,0.072701377521373
New Hampshire ,18 to 64 years,850544.0,Total,1103691.0,Median Income,55283.0,Below Poverty Estimate,95711.0
New Hampshire ,18 to 64 years,850544.0,Total,1103691.0,Median Income,55283.0,Total Estimate,1316495.0
New Hampshire ,18 to 64 years,850544.0,Total,1103691.0,Median Income,55283.0,Percent Estimate,0.072701377521373
New Hampshire ,18 to 64 years,850544.0,Total,1103691.0,Mean Income,72048.0,Below Poverty Estimate,95711.0
